intent,utterance
ask_confirmation,could you please check and confirm last thing i said
ask_confirmation,could you please check and confirm my last command
ask_confirmation,could you please check and confirm that
ask_confirmation,could you please check and confirm the detail
ask_confirmation,could you please check and confirm the details
ask_confirmation,could you please check and confirm what i said
ask_confirmation,could you please check detail
ask_confirmation,could you please check details
ask_confirmation,could you please check my last instruction
ask_confirmation,could you please check that
ask_confirmation,could you please check the detail
ask_confirmation,could you please check the last thing said
ask_confirmation,could you please check what said
ask_confirmation,could you please confirm details
ask_confirmation,could you please confirm it
ask_confirmation,could you please confirm that
ask_confirmation,could you please confirm the details
ask_confirmation,could you please confirm the instruction
ask_confirmation,could you please confirm the last thing i said
ask_confirmation,could you please confirm what i just said
ask_confirmation,could you please confirm what i said
ask_confirmation,did you get command correctly
ask_confirmation,did you get detail correctly
ask_confirmation,did you get details correctly
ask_confirmation,did you get instruction correctly
ask_confirmation,did you get it correctly
ask_confirmation,did you get last thing i said correctly
ask_confirmation,did you get last thing said correctly
ask_confirmation,did you get my last command correctly
ask_confirmation,did you get my last instruction correctly
ask_confirmation,did you get my last question correctly
ask_confirmation,did you get question correctly
ask_confirmation,did you get that correctly
ask_confirmation,did you get the command correctly
ask_confirmation,did you get the detail correctly
ask_confirmation,did you get the details correctly
ask_confirmation,did you get the instruction correctly
ask_confirmation,did you get the last thing i said correctly
ask_confirmation,did you get the last thing said correctly
ask_confirmation,did you get the question correctly
ask_confirmation,did you get what i just said correctly
ask_confirmation,did you get what i last said correctly
ask_confirmation,did you get what i said correctly
ask_confirmation,did you get what just said correctly
ask_confirmation,did you get what last said correctly
ask_confirmation,did you get what said correctly
ask_confirmation,i like you check and confirm last thing i said please
ask_confirmation,i like you check and confirm the last thing i said please
ask_confirmation,i like you check it please
ask_confirmation,i like you check my last question please
ask_confirmation,i like you check question please
ask_confirmation,i like you check the detail please
ask_confirmation,i like you check what i last said please
ask_confirmation,i like you confirm details please
ask_confirmation,i like you confirm last thing i said please
ask_confirmation,i like you confirm last thing said please
ask_confirmation,i like you confirm my last command please
ask_confirmation,i like you confirm the detail please
ask_confirmation,i like you to check and confirm detail please
ask_confirmation,i like you to check and confirm it please
ask_confirmation,i like you to check and confirm the command please
ask_confirmation,i like you to check and confirm the detail please
ask_confirmation,i like you to check and confirm the question please
ask_confirmation,i like you to check and confirm what i said please
ask_confirmation,i like you to check and confirm what last said please
ask_confirmation,i like you to check it please
ask_confirmation,i like you to check that please
ask_confirmation,i like you to check the details please
ask_confirmation,i like you to confirm detail please
ask_confirmation,i like you to confirm question please
ask_confirmation,i like you to confirm the detail please
ask_confirmation,i like you to confirm the details please
ask_confirmation,i want you check details please
ask_confirmation,i want you check my last instruction please
ask_confirmation,i want you check that please
ask_confirmation,i want you check the detail please
ask_confirmation,i want you check the last thing i said please
